ROSE-APPLES,25,0.6,5.7,0.0
ROSELLE,49,0.96,11.31,0.0
ROSEMARY,331,4.88,64.06,7.371
ROUGHY,105,22.64,0.0,0.034
ROWAL,111,2.3,23.9,0.245
RUTABAGAS,39,1.29,8.74,0.029
SABLEFISH,257,17.65,0.0,4.213
SAFFLOWER SD KRNLS,517,16.18,34.29,3.682
SAFFLOWER SD MEAL,342,35.62,48.73,0.207
SAGE,315,10.63,60.73,7.03
SALAD DRSNG,718,4.2,32.14,18.2
SALAMI,407,23.2,3.8,11.89
SALMON,231,27.36,0.0,3.214
SALSIFY,82,3.3,18.6,0.041
SALT,0,0.0,0.0,0.0
SANDWICH SPRD,389,0.9,22.4,5.1
SANDWICH SPREAD,235,7.66,11.94,5.977
SAPODILLA,83,0.44,19.96,0.194
SAPOTES,134,2.12,33.76,0.0
SARDINE,208,24.62,0.74,2.686
SAUCE,571,22.69,60.52,13.18
SAUERKRAUT,19,0.91,4.28,0.034
SAUSAGE,346,19.12,9.84,11.27
SAVORY,272,6.73,68.73,3.26
SCALLOP,215,23.2,10.62,2.669
SCRAPPLE,213,8.06,14.06,4.732
SCUP,135,24.21,0.0,0.64
SEA BASS,124,23.63,0.0,0.655
SEATROUT,133,21.46,0.0,1.293
SEAWEED,306,57.47,80.88,2.65
SEEDS,534,18.29,28.88,3.663
SESAME BUTTER,607,18.08,26.19,7.904
SESAME FLOUR,526,50.14,35.51,5.196
SESAME FLR,382,40.32,35.14,1.634
SESAME MEAL,567,16.96,26.04,6.722
SESAME SD KRNLS,631,20.45,26.04,9.055
SESAME SEEDS,573,17.73,25.74,6.957
SESBANIA FLOWER,27,1.28,6.73,0.0
SHAD,252,21.71,0.0,3.126
SHAKE,148,3.4,20.5,3.962
SHALLOTS,348,12.3,80.7,0.084
SHARK,228,20.98,6.39,3.205
SHEEPSHEAD,126,26.02,0.0,0.609
SHORTENING,900,0.0,0.0,65.5
SHORTENING BREAD,884,0.0,0.0,22.0
SHORTENING CAKE MIX,884,0.0,0.0,27.2
SHORTENING CONFECTIONERY,884,0.0,0.0,91.3
SHORTENING FRYING (HVY DUTY),900,0.0,0.0,47.5
SHORTENING FRYING (REG),884,0.0,0.0,15.4
SHORTENING FRYING HVY DUTY,884,0.0,0.0,21.1
SHORTENING INDUSTRIAL,900,0.0,0.0,35.7
SHRIMP,242,21.39,11.47,2.087
SILK CHAI,53,2.47,7.82,0.206
SILK CHOC,58,2.06,9.47,0.206
SILK COFFEE,62,2.06,10.29,0.206
SILK LT CHOC,49,2.06,9.05,0.0
SILK LT PLN,29,2.47,3.29,0.0
SILK LT VANILLA,33,2.47,4.12,0.0
SILK MOCHA,58,2.06,9.05,0.206
SILK NOG,74,2.46,12.3,0.0
SILK PLN,41,2.88,3.29,0.206
SILK PLUS FIBER,41,2.47,5.76,0.206
SILK PLUS FOR BONE HEALTH,41,2.47,4.53,0.206
SILK PLUS OMEGA-3 DHA,45,2.88,3.29,0.206
SILK UNSWTND,33,2.88,1.65,0.206
SILK VANILLA,41,2.47,4.12,0.206
SILK VERY VANILLA,53,2.47,7.82,0.206
SISYMBRIUM SP. SEEDS,318,12.14,58.26,0.902
SMELT,124,22.6,0.0,0.579
SMOKED LINK SAUSAGE,313,13.97,3.97,9.72
SNAIL,90,16.1,2.0,0.361
SNAPPER,128,26.3,0.0,0.365
SOUP,453,17.93,65.5,7.965
SOUP COMPANY,71,3.97,7.14,1.19
SOUR CREAM,136,3.5,7.1,6.6
SOURSOP,66,1.0,16.84,0.051
SOY FLOUR,436,47.01,38.37,2.987
SOY FLR,441,50.93,33.67,3.162
SOY MEAL,339,49.2,40.14,0.268
SOY PROT CONC,331,63.63,30.91,0.052
SOY PROT ISOLATE,388,88.32,10.22,0.871
SOY SAU MADE FROM SOY&WHEAT (SHOYU),53,5.17,8.51,0.01
SOYBEANS,471,39.58,33.55,3.674
SOYMILK,63,3.27,9.95,0.24
SOYMILK (ALL FLAVORS),45,2.94,7.2,0.206
SPEARMINT,285,19.93,52.04,1.577
SPICES,306,22.77,64.43,2.73
SPINACH,34,4.01,4.8,0.157
SPINY LOBSTER,143,26.41,3.12,0.303
SPLIT PEA SOUP,71,3.85,11.83,0.3
SPLIT PEA W/ HAM SOUP,68,4.0,11.4,0.294
SPORTS DRK,32,0.0,7.84,0.008
SPOT,158,23.73,0.0,1.859
SQUAB,294,21.76,0.0,8.43
SQUASH,57,2.71,14.58,0.13
SQUID,175,17.94,7.79,1.878
STRAWBERRIES,96,0.67,25.92,0.015
STRAWBERRY-FLAVOR BEV MIX,389,3.0,99.1,1.91
STURGEON,173,31.2,0.0,1.173
SUCCOTASH,115,5.07,24.38,0.19
SUCKER,119,21.49,0.0,0.579
SUGAR-APPLES,94,2.06,23.64,0.048
SUNFISH,114,24.87,0.0,0.178
SUNFLOWER SD BUTTER,579,19.66,27.42,5.002
SUNFLOWER SD FLR,326,48.06,35.83,0.138
SUNFLOWER SD KRNLS,619,20.78,24.07,7.068
SWAMP CABBAGE,20,2.6,3.71,0.039
SWEET POTATO,144,2.01,27.86,1.35
SWEET POTATO LEAVES,35,4.0,7.32,0.065
SWEETENERS,279,0.0,76.1,0.0
SWEETPOTATO,91,1.65,21.12,0.041
SWORDFISH,155,25.39,0.0,1.406
TAMARIND NECTAR,57,0.09,14.73,0.0
TAMARINDS,239,2.8,62.5,0.272
TANGERINE JUC,161,1.5,38.85,0.026
TANGERINE JUICE,43,0.5,10.1,0.024
TANGERINES,61,0.81,16.19,0.039
TARO,142,4.16,34.6,0.197
TARO LEAVES,42,4.98,6.7,0.151
TARO SHOOTS,14,0.92,3.2,0.018
TEA,401,20.21,98.55,0.097
TEMPEH,196,18.19,9.35,3.4
TEQUILA,110,0.3,11.3,0.013
THURINGER,362,17.45,3.33,11.51
THYME,101,5.56,24.45,0.467
TILEFISH,147,24.49,0.0,0.868
TOFU,480,47.94,14.56,4.388
TOMATILLOS,32,0.96,5.84,0.139
TOMATO JUC,17,0.76,4.24,0.008
TOMATO PRODUCTS,82,4.32,18.91,0.627
TOMATOES,258,14.11,55.76,1.893
TREE FERN,40,0.29,10.98,0.009
TROUT,190,26.63,0.0,2.105
TUNA,198,29.97,0.0,1.65
TURBOT,122,20.58,0.0,0.75
TURKEY,482,30.85,11.5,11.59
TURKEY AND GRAVY,67,5.88,4.61,0.85
TURKEY BREAST,126,22.16,0.0,0.98
TURKEY HAM,126,17.5,2.04,1.526
TURKEY PATTIES,283,14.0,15.7,4.69
TURKEY ROLL,149,18.14,5.03,2.04
TURKEY RST,155,21.32,6.4,1.9
TURKEY SAUSAGE,200,23.89,10.77,2.871
TURKEY STKS,279,14.2,17.0,4.38
TURKEY THIGH,157,18.8,0.0,2.65
TURMERIC,354,7.83,64.93,3.12
TURNIP GREENS,32,1.5,7.13,0.07
TURNIP GRNS,29,3.35,4.98,0.099
TURNIP GRNS&TURNIPS,35,2.99,4.85,0.085
TURNIPS,28,1.53,6.43,0.025
TURTLE,89,19.8,0.0,0.127
USDA CMDTY,588,22.41,23.98,9.519
USDA CMDTY CHICK,162,27.52,0.0,1.572
USDA CMDTY FD,884,0.0,0.0,23.243
USDA CMDTY PEACHES,61,0.56,15.65,0.0
USDA CMDTY PEARS,62,0.34,16.21,0.0
USDA COMMODITY,267,23.55,25.5,6.379
VANILLA EXTRACT,237,0.05,14.4,0.0
VEGETABLE JUC COCKTAIL,19,0.63,4.55,0.013
VEGETABLE OIL,884,0.0,0.0,86.5
VEGETABLE OIL-BUTTER SPRD,362,1.0,1.0,7.238
VEGETABLES,65,3.33,13.46,0.098
VINEGAR,88,0.49,17.03,0.0
VINESPINACH,19,1.8,3.4,0.0
VITASOY USA,122,12.4,4.5,1.3
VODKA,231,0.0,0.0,0.0
WALNUTS,654,24.06,13.71,6.126
WASABI,109,4.8,23.54,0.0
WATER,1,0.0,0.15,0.0
WATER W/ ADDED VITAMINS & MINERALS,22,0.0,5.49,0.0
WATERCHESTNUTS,97,1.4,23.94,0.026
WATERCRESS,11,2.3,1.29,0.027
WATERMELON,30,0.61,7.55,0.016
WATERMELON SD KRNLS,557,28.33,15.31,9.779
WAXGOURD,14,0.4,3.04,0.016
WHELK,275,47.68,15.52,0.062
WHEY,353,12.93,74.46,0.684
WHISKEY,153,0.06,12.82,0.005
WHISKEY SOUR MIX,383,0.6,97.3,0.019
WHITEFISH,172,24.47,0.0,1.162
WHITING,116,23.48,0.0,0.4
WINE,85,0.5,2.61,0.0
WINGED BEAN,37,5.31,3.21,0.101
WINGED BEAN LEAVES,74,5.85,14.1,0.272
WINGED BEAN TUBER,148,11.6,28.1,0.222
WINGED BNS,409,29.65,41.71,2.303
WOLFFISH,123,22.44,0.0,0.468
WORTHINGTON CHIC-KETTS,204,25.91,4.6,1.4
WORTHINGTON CHILI,123,10.39,10.87,0.7
WORTHINGTON CHOPLETS,103,19.39,4.06,0.16
WORTHINGTON DICED CHIK,80,14.71,3.74,0.0
WORTHINGTON DINNER RST,213,16.04,6.87,2.4
WORTHINGTON FRICHIK,160,13.43,3.36,1.41
WORTHINGTON FRIPATS,209,23.73,7.95,1.4
WORTHINGTON LOFAT FRI CHIK,102,14.31,4.9,0.4
WORTHINGTON LOFAT VEJA-LINKS,123,15.79,4.28,0.73
WORTHINGTON MEATLESS CHICK,153,16.08,4.28,1.22
WORTHINGTON MEATLESS CORNED BF,244,18.62,9.87,2.27
WORTHINGTON MULTIGRAIN CUTLETS,108,18.1,6.0,0.5
WORTHINGTON PRIME STAKES,135,10.16,7.52,0.95
WORTHINGTON PROSAGE LINKS,143,20.17,5.03,0.9
WORTHINGTON PROSAGE ROLL,261,19.61,5.95,3.4
WORTHINGTON SAUCETTES,219,14.99,5.59,0.0
WORTHINGTON SMOKED TURKEY,251,18.54,7.93,2.34
WORTHINGTON STAKELETS,211,19.7,9.56,1.8
WORTHINGTON STRIPPLES,346,12.4,14.3,4.2
WORTHINGTON SUPER LINKS,219,14.46,5.5,2.08
WORTHINGTON TURKEE SLICES,202,14.5,5.63,2.07
WORTHINGTON VEG SKALLOPS,109,19.89,4.56,0.16
WORTHINGTON VEG STEAKS,113,20.68,5.05,0.0
WORTHINGTON VEGETARIAN BURGER,126,18.64,6.21,0.46
WORTHINGTON VEJA-LINKS,155,14.59,4.13,1.3
WORTHINGTON WHAM,196,17.83,5.71,1.62
YACHTWURST,268,14.8,1.4,7.9
YAM,118,1.53,27.88,0.037
YAMBEAN (JICAMA),38,0.72,8.82,0.021
YARDLONG BEAN,47,2.8,9.18,0.105
YARDLONG BNS,347,24.33,61.91,0.339
YAUTIA (TANNIER),98,1.46,23.63,0.082
YELLOWTAIL,187,29.67,0.0,1.28
YOGURT,61,3.47,4.66,2.096
